business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Cvs Pharmacy;634;5;Drugstores;3.0;10201 Hammocks Blvd Miami, FL 33196;25.6716959;-80.4419358;1;https://www.yelp.com/biz/cvs-pharmacy-miami-47
Coto’s Pharmacy;635;;Drugstores;0;4982 W 12th Ave Hialeah, FL 33012;25.867437;-80.307272;0;https://www.yelp.com/biz/cotos-pharmacy-hialeah
Publix;636;33;Grocery,Drugstores,Health Markets;3.5;601 S Andrews Ave Fort Lauderdale, FL 33301;26.1142411;-80.143866;2;https://www.yelp.com/biz/publix-fort-lauderdale-3
Navarro Discount Pharmacy;637;2;Drugstores;2.5;13796 SW 152nd St Miami, FL 33177;25.6257027;-80.4169614;0;https://www.yelp.com/biz/navarro-discount-pharmacy-miami
Nela Pharmacy Discount and Medical Supplies;638;;Drugstores;0;2640 SW 137th Ave Miami, FL 33175;25.7423615;-80.4163088;0;https://www.yelp.com/biz/nela-pharmacy-discount-and-medical-supplies-miami
Moreno’s Universal Art Pharmacy;639;;Drugstores;0;1550 W 84th St Hialeah, FL 33014;25.8977156;-80.3152905;0;https://www.yelp.com/biz/morenos-universal-art-pharmacy-hialeah
Prescribit Rx;640;;Drugstores;0;2475 E 5th Ave Hialeah, FL 33013;25.8444553;-80.2717374;0;https://www.yelp.com/biz/prescribit-rx-hialeah-2
Mare Pharmacy & Discount;641;;Drugstores;0;5350 Palm Avenue Hialeah, FL 33012;25.8714838;-80.2832382;0;https://www.yelp.com/biz/mare-pharmacy-and-discount-hialeah
Harlem Discount Drug;642;;Drugstores;0;4930 NW 7th Ave Miami, FL 33127;25.8207944;-80.2080218;0;https://www.yelp.com/biz/harlem-discount-drug-miami
Florida Pharmarcy;643;;Drugstores;0;5366 W 12th Ave Hialeah, FL 33012;25.8711581;-80.3069865;0;https://www.yelp.com/biz/florida-pharmarcy-hialeah
Atlantic Biologicals;644;;Drugstores;0;16000 NW 49th Ave Hialeah, FL 33014;25.919183;-80.281116;0;https://www.yelp.com/biz/atlantic-biologicals-hialeah
Publix;645;8;Grocery,Drugstores,Health Markets;3.5;18341 Pines Blvd Pembroke Pines, FL 33029;26.0093181;-80.3914776;2;https://www.yelp.com/biz/publix-pembroke-pines-4
Cvs Pharmacy;646;1;Drugstores;1.0;600 NE 128th St North Miami, FL 33161;25.8926946;-80.1863581;0;https://www.yelp.com/biz/cvs-pharmacy-north-miami-2
