business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Saber College;79;;Specialty Schools,Colleges & Universities;0;3990 W Flagler St Coral Gables, FL 33134;25.7715116;-80.2613197;0;https://www.yelp.com/biz/saber-college-coral-gables
University of Miami;80;;Colleges & Universities;0;1306 Miller Rd Coral Gables, FL 33146;25.7179072114084;-80.2785172216624;0;https://www.yelp.com/biz/university-of-miami-coral-gables-11
University of Miami;81;;Colleges & Universities;0;6704 SW 80th St Miami, FL 33143;25.696117;-80.3016359;0;https://www.yelp.com/biz/university-of-miami-miami-33
University of Miami-Genetics;82;;Colleges & Universities;0;1601 NW 12th Ave Miami, FL 33136;25.7910902;-80.2142585;0;https://www.yelp.com/biz/university-of-miami-genetics-miami
University of Miami Department of Pediatrics;83;1;Colleges & Universities;5.0;1601 NW 12th Ave Miami, FL 33136;25.7910902;-80.2142585;0;https://www.yelp.com/biz/university-of-miami-department-of-pediatrics-miami
University of Miami;84;;Colleges & Universities;0;Jackson Memorial Hospital Miami, FL 33101;25.7931104;-80.2119736;0;https://www.yelp.com/biz/university-of-miami-miami-32
University of Miami;85;;Colleges & Universities;0;339 Ungar Bldg Miami, FL 33125;25.7214994;-80.2799027;0;https://www.yelp.com/biz/university-of-miami-miami-14
High Learning at Everest University Online;86;;Colleges & Universities;0;33 NW 183rd St Miami, FL 33169;25.9427514;-80.2018082;0;https://www.yelp.com/biz/high-learning-at-everest-university-online-miami
University of Miami;87;;Colleges & Universities;0;1550 Brecia Ave Miami, FL 33146;25.711431;-80.284394;0;https://www.yelp.com/biz/university-of-miami-miami
Miami City of Fire College;88;;Colleges & Universities;0;3425 Jefferson St Miami, FL 33133;25.7264985;-80.2571662;0;https://www.yelp.com/biz/miami-city-of-fire-college-miami
Kaplan FIU;89;3;Colleges & Universities;3.5;33199 SW 8th St Miami, FL 33194;25.7563723193854;-80.3724527242186;0;https://www.yelp.com/biz/kaplan-fiu-miami
University of Miami;90;3;Colleges & Universities;2.5;1200 Campo Sano Ave Miami, FL 33133;25.719208;-80.2768;0;https://www.yelp.com/biz/university-of-miami-miami-7
O’brien Christopher MD;91;;Colleges & Universities,Doctors;0;1475 NW 12th Ave Miami, FL 33136;25.7887328;-80.2145995;0;https://www.yelp.com/biz/o-brien-christopher-md-miami-2
Comprehensive Outpatient Rehabilitation Facility;92;;Colleges & Universities;0;1475 NW 12th Ave Miami, FL 33136;25.7888532;-80.2141799;0;https://www.yelp.com/biz/comprehensive-outpatient-rehabilitation-facility-miami
Mailman Center For Child Development;93;;Colleges & Universities;0;1601 NW 12th Ave Miami, FL 33136;25.7902023226262;-80.2141954228065;0;https://www.yelp.com/biz/mailman-center-for-child-development-miami-2
Patient Physician Referrals;94;;Colleges & Universities;0;1600 NW 10th Ave Miami, FL 33136;25.790308;-80.211953;0;https://www.yelp.com/biz/patient-physician-referrals-miami
University of Miami Felicia Casanova;95;;Colleges & Universities;0;519 NW 69th St Miami, FL 33150;25.838102;-80.205329;0;https://www.yelp.com/biz/university-of-miami-felicia-casanova-miami
Fasttrain;96;1;Colleges & Universities;1.0;5555 W Flagler St Miami, FL 33134;25.771147;-80.285673;0;https://www.yelp.com/biz/fasttrain-miami-2
